Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
login,Chrome 63.0.3239.132,,2018-02-08 15:37:54,2018-02-08 15:38:07,12.749s,FAILED
,,,,,,
Test Cases/login,Chrome 63.0.3239.132,,2018-02-08 15:37:55,2018-02-08 15:38:06,11.211s,FAILED
openBrowser,Chrome 63.0.3239.132,,2018-02-08 15:37:55,2018-02-08 15:38:05,9.586s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-08 15:38:05,2018-02-08 15:38:05,0.386s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-08 15:38:05,2018-02-08 15:38:05,0.196s,PASSED
click,Chrome 63.0.3239.132,,2018-02-08 15:38:05,2018-02-08 15:38:05,0.150s,PASSED
verifyTextPresent,Chrome 63.0.3239.132,,2018-02-08 15:38:05,2018-02-08 15:38:06,0.549s,FAILED
