Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
admin P1,Chrome 64.0.3282.186,,2018-03-09 15:46:53,2018-03-09 15:47:16,22.464s,FAILED
,,,,,,
Test Cases/login,Chrome 64.0.3282.186,,2018-03-09 15:46:54,2018-03-09 15:47:05,11.193s,PASSED
openBrowser,Chrome 64.0.3282.186,,2018-03-09 15:46:54,2018-03-09 15:47:04,10.268s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-09 15:47:04,2018-03-09 15:47:05,0.273s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-09 15:47:05,2018-03-09 15:47:05,0.167s,PASSED
click,Chrome 64.0.3282.186,,2018-03-09 15:47:05,2018-03-09 15:47:05,0.180s,PASSED
,,,,,,
Test Cases/base,Chrome 64.0.3282.186,,2018-03-09 15:47:05,2018-03-09 15:47:14,8.952s,PASSED
click,Chrome 64.0.3282.186,,2018-03-09 15:47:05,2018-03-09 15:47:13,7.809s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-09 15:47:13,2018-03-09 15:47:13,0.372s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-09 15:47:13,2018-03-09 15:47:14,0.235s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-09 15:47:14,2018-03-09 15:47:14,0.128s,PASSED
click,Chrome 64.0.3282.186,,2018-03-09 15:47:14,2018-03-09 15:47:14,0.138s,PASSED
,,,,,,
Test Cases/goods,Chrome 64.0.3282.186,,2018-03-09 15:47:14,2018-03-09 15:47:15,0.944s,FAILED
click,Chrome 64.0.3282.186,,2018-03-09 15:47:14,2018-03-09 15:47:14,0.409s,FAILED
click,Chrome 64.0.3282.186,,2018-03-09 15:47:14,2018-03-09 15:47:15,0.374s,FAILED
