Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
login,Chrome 66.0.3359.139,,2018-05-04 17:03:11,2018-05-04 17:03:46,35.260s,FAILED
,,,,,,
Test Cases/login/login_invalid_logout,Chrome 66.0.3359.139,,2018-05-04 17:03:11,2018-05-04 17:03:38,26.919s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-04 17:03:12,2018-05-04 17:03:28,16.599s,PASSED
click,Chrome 66.0.3359.139,,2018-05-04 17:03:28,2018-05-04 17:03:29,1.142s,PASSED
setText,Chrome 66.0.3359.139,ID\uC785\uB825\r\n,2018-05-04 17:03:29,2018-05-04 17:03:30,0.223s,PASSED
setText,Chrome 66.0.3359.139,\uBE44\uBC00\uBC88\uD638 \uD2C0\uB9BC \uC785\uB825\r\n,2018-05-04 17:03:30,2018-05-04 17:03:30,0.103s,PASSED
click,Chrome 66.0.3359.139,,2018-05-04 17:03:30,2018-05-04 17:03:30,0.077s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-04 17:03:30,2018-05-04 17:03:32,2.022s,PASSED
acceptAlert,Chrome 66.0.3359.139,,2018-05-04 17:03:32,2018-05-04 17:03:32,0.040s,PASSED
setText,Chrome 66.0.3359.139,ID\uC785\uB825\r\n,2018-05-04 17:03:32,2018-05-04 17:03:32,0.101s,PASSED
setText,Chrome 66.0.3359.139,\uBE44\uBC00\uBC88\uD638 \uC785\uB825\r\n,2018-05-04 17:03:32,2018-05-04 17:03:32,0.096s,PASSED
click,Chrome 66.0.3359.139,,2018-05-04 17:03:32,2018-05-04 17:03:32,0.077s,PASSED
click,Chrome 66.0.3359.139,\uB85C\uADF8\uC544\uC6C3 \uD074\uB9AD\r\n,2018-05-04 17:03:32,2018-05-04 17:03:34,2.222s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-04 17:03:34,2018-05-04 17:03:36,2.003s,PASSED
acceptAlert,Chrome 66.0.3359.139,,2018-05-04 17:03:36,2018-05-04 17:03:36,0.021s,PASSED
click,Chrome 66.0.3359.139,,2018-05-04 17:03:36,2018-05-04 17:03:38,1.851s,PASSED
,,,,,,
Test Cases/login/login_ID search,Chrome 66.0.3359.139,,2018-05-04 17:03:38,2018-05-04 17:03:41,2.987s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-04 17:03:38,2018-05-04 17:03:39,0.836s,PASSED
click,Chrome 66.0.3359.139,,2018-05-04 17:03:39,2018-05-04 17:03:40,1.111s,PASSED
click,Chrome 66.0.3359.139,\uC544\uC774\uB514 \uCC3E\uAE30,2018-05-04 17:03:40,2018-05-04 17:03:41,0.487s,PASSED
setText,Chrome 66.0.3359.139,\uC774\uB984\uC785\uB825,2018-05-04 17:03:41,2018-05-04 17:03:41,0.095s,PASSED
setText,Chrome 66.0.3359.139,\uC774\uBA54\uC77C \uC785\uB825,2018-05-04 17:03:41,2018-05-04 17:03:41,0.126s,PASSED
click,Chrome 66.0.3359.139,,2018-05-04 17:03:41,2018-05-04 17:03:41,0.058s,PASSED
verifyTextPresent,Chrome 66.0.3359.139,ID hwanta \uD655\uC778,2018-05-04 17:03:41,2018-05-04 17:03:41,0.088s,PASSED
,,,,,,
Test Cases/login/login_Password search,Chrome 66.0.3359.139,,2018-05-04 17:03:41,2018-05-04 17:03:46,4.328s,FAILED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-04 17:03:41,2018-05-04 17:03:42,0.950s,PASSED
click,Chrome 66.0.3359.139,,2018-05-04 17:03:42,2018-05-04 17:03:44,1.241s,PASSED
click,Chrome 66.0.3359.139,\uC544\uC774\uB514 \uCC3E\uAE30,2018-05-04 17:03:44,2018-05-04 17:03:44,0.614s,PASSED
setText,Chrome 66.0.3359.139,\uC774\uB984\uC785\uB825,2018-05-04 17:03:44,2018-05-04 17:03:44,0.103s,PASSED
click,Chrome 66.0.3359.139,\uB2E4\uC74C\uBC84\uD2BC \uD074\uB9AD,2018-05-04 17:03:44,2018-05-04 17:03:44,0.066s,PASSED
click,Chrome 66.0.3359.139,\uC774\uBA54\uC77C \uC778\uC99D \uCCB4\uD06C,2018-05-04 17:03:44,2018-05-04 17:03:45,0.596s,PASSED
click,Chrome 66.0.3359.139,\uB2E4\uC74C\uBC84\uD2BC \uD074\uB9AD,2018-05-04 17:03:45,2018-05-04 17:03:45,0.071s,PASSED
Statement - alert = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAlertText(),Chrome 66.0.3359.139,alert \uBA54\uC77C\uBC1C\uC1A1 \uD655\uC778,2018-05-04 17:03:45,2018-05-04 17:03:46,0.533s,FAILED
