Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
admin P1,Chrome 65.0.3325.181,,2018-03-26 18:16:02,2018-03-26 18:16:33,31.003s,FAILED
,,,,,,
Test Cases/login,Chrome 65.0.3325.181,,2018-03-26 18:16:02,2018-03-26 18:16:24,21.297s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-26 18:16:03,2018-03-26 18:16:17,14.199s,PASSED
Statement - For (def index : (0..3)),Chrome 65.0.3325.181,,2018-03-26 18:16:17,2018-03-26 18:16:17,0.019s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-26 18:16:17,2018-03-26 18:16:18,0.478s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-26 18:16:18,2018-03-26 18:16:18,0.386s,PASSED
click,Chrome 65.0.3325.181,,2018-03-26 18:16:18,2018-03-26 18:16:18,0.303s,PASSED
waitForAlert,Chrome 65.0.3325.181,,2018-03-26 18:16:18,2018-03-26 18:16:24,5.404s,PASSED
,,,,,,
Test Cases/base,Chrome 65.0.3325.181,,2018-03-26 18:16:24,2018-03-26 18:16:31,7.761s,FAILED
click,Chrome 65.0.3325.181,\uAE30\uBCF8\uC124\uC815,2018-03-26 18:16:24,2018-03-26 18:16:27,2.938s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-26 18:16:27,2018-03-26 18:16:27,0.331s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-26 18:16:27,2018-03-26 18:16:28,0.406s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-26 18:16:28,2018-03-26 18:16:28,0.130s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-26 18:16:28,2018-03-26 18:16:28,0.172s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-26 18:16:28,2018-03-26 18:16:28,0.143s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-26 18:16:28,2018-03-26 18:16:28,0.139s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-26 18:16:28,2018-03-26 18:16:28,0.148s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-26 18:16:28,2018-03-26 18:16:28,0.135s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-26 18:16:28,2018-03-26 18:16:29,0.133s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-26 18:16:29,2018-03-26 18:16:29,0.206s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-26 18:16:29,2018-03-26 18:16:29,0.201s,PASSED
click,Chrome 65.0.3325.181,,2018-03-26 18:16:29,2018-03-26 18:16:29,0.192s,PASSED
click,Chrome 65.0.3325.181,,2018-03-26 18:16:29,2018-03-26 18:16:29,0.237s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-26 18:16:29,2018-03-26 18:16:30,0.318s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-26 18:16:30,2018-03-26 18:16:30,0.420s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-26 18:16:30,2018-03-26 18:16:30,0.174s,PASSED
click,Chrome 65.0.3325.181,,2018-03-26 18:16:30,2018-03-26 18:16:31,0.474s,FAILED
waitForElementNotPresent,Chrome 65.0.3325.181,,2018-03-26 18:16:31,2018-03-26 18:16:31,0.232s,PASSED
verifyEqual,Chrome 65.0.3325.181,,2018-03-26 18:16:31,2018-03-26 18:16:31,0.044s,PASSED
