Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
login,Chrome 63.0.3239.132,,2018-02-08 16:06:15,2018-02-08 16:06:38,22.738s,PASSED
,,,,,,
Test Cases/login,Chrome 63.0.3239.132,,2018-02-08 16:06:16,2018-02-08 16:06:27,11.359s,PASSED
openBrowser,Chrome 63.0.3239.132,,2018-02-08 16:06:16,2018-02-08 16:06:27,10.306s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-08 16:06:27,2018-02-08 16:06:27,0.352s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-08 16:06:27,2018-02-08 16:06:27,0.190s,PASSED
click,Chrome 63.0.3239.132,,2018-02-08 16:06:27,2018-02-08 16:06:27,0.143s,PASSED
,,,,,,
Test Cases/base,Chrome 63.0.3239.132,,2018-02-08 16:06:27,2018-02-08 16:06:37,10.008s,PASSED
click,Chrome 63.0.3239.132,,2018-02-08 16:06:27,2018-02-08 16:06:36,8.959s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-08 16:06:36,2018-02-08 16:06:37,0.378s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-08 16:06:37,2018-02-08 16:06:37,0.216s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-08 16:06:37,2018-02-08 16:06:37,0.112s,PASSED
click,Chrome 63.0.3239.132,,2018-02-08 16:06:37,2018-02-08 16:06:37,0.146s,PASSED
