Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
admin P1,Chrome 65.0.3325.181,,2018-03-27 14:27:17,2018-03-27 14:27:42,25.692s,FAILED
,,,,,,
Test Cases/login,Chrome 65.0.3325.181,,2018-03-27 14:27:17,2018-03-27 14:27:30,13.439s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-27 14:27:17,2018-03-27 14:27:27,9.254s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 14:27:27,2018-03-27 14:27:27,0.329s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 14:27:27,2018-03-27 14:27:27,0.137s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 14:27:27,2018-03-27 14:27:27,0.114s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-27 14:27:27,2018-03-27 14:27:30,3.019s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 14:27:30,2018-03-27 14:27:30,0.081s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 14:27:30,2018-03-27 14:27:30,0.129s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 14:27:30,2018-03-27 14:27:30,0.059s,PASSED
,,,,,,
Test Cases/base,Chrome 65.0.3325.181,,2018-03-27 14:27:30,2018-03-27 14:27:41,10.988s,FAILED
click,Chrome 65.0.3325.181,\uAE30\uBCF8\uC124\uC815,2018-03-27 14:27:31,2018-03-27 14:27:37,6.742s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 14:27:37,2018-03-27 14:27:38,0.324s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 14:27:38,2018-03-27 14:27:38,0.215s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 14:27:38,2018-03-27 14:27:38,0.151s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 14:27:38,2018-03-27 14:27:38,0.216s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 14:27:38,2018-03-27 14:27:38,0.188s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 14:27:38,2018-03-27 14:27:39,0.174s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 14:27:39,2018-03-27 14:27:39,0.156s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 14:27:39,2018-03-27 14:27:39,0.144s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 14:27:39,2018-03-27 14:27:39,0.235s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 14:27:39,2018-03-27 14:27:40,0.422s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 14:27:40,2018-03-27 14:27:40,0.161s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 14:27:40,2018-03-27 14:27:40,0.088s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 14:27:40,2018-03-27 14:27:40,0.093s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 14:27:40,2018-03-27 14:27:40,0.186s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 14:27:40,2018-03-27 14:27:40,0.193s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 14:27:40,2018-03-27 14:27:40,0.217s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 14:27:40,2018-03-27 14:27:41,0.486s,FAILED
waitForElementNotPresent,Chrome 65.0.3325.181,,2018-03-27 14:27:41,2018-03-27 14:27:41,0.077s,PASSED
verifyEqual,Chrome 65.0.3325.181,,2018-03-27 14:27:41,2018-03-27 14:27:41,0.034s,PASSED
